1Jy 0003-00 | *3C2, radec J2000, 0:06:22.5984h, -0:04:23.952d, (16 31400 3.15 -0.8 0 0 -0.69 -1)
1Jy 0003-06, radec J2000, 0:06:13.908h, -6:23:34.908d, (408 31400 -0.14 0.06 0 0 4.21 -1)
1Jy 0008-42, radec J2000, 0:10:53.0472h, -41:52:51.384d, (468 5009 8.09 -1.98 0 0 -27.97 -1)
1Jy 0010+40, radec J2000, 0:13:31.0272h, 40:51:41.652d, (408 31400 -1.6 0.31 0 0 19.17 -1)
1Jy 0013+79 | *3C6.1, radec J2000, 0:16:32.2608h, 79:16:51.672d, (38 31400 3.551 -0.9572)
1Jy 0016+73, radec J2000, 0:19:45.7272h, 73:27:30.348d, (408 31400 -0.6009 0.2055)
1Jy 0019-00, radec J2000, 0:22:25.4448h, 0:14:55.932d, (318 10695 7.4 -1.78 0 0 -31.28 -1)
1Jy 0022-29, radec J2000, 0:24:30.3744h, -29:28:53.688d, (80 10695 3.18 -0.86)
1Jy 0022-423, radec J2000, 0:24:42.9912h, -42:02:03.444d, (800 8870 10.64 -2.4 0 0 -61.26 -1)
1Jy 0023-26, radec J2000, 0:25:49.1472h, -26:02:15.72d, (80 31400 4.19 -0.94 0 0 -6.26 -1)
1Jy 0026+34, radec J2000, 0:29:14.2536h, 34:56:32.568d, (365 31400 3.1 -0.72 0 0 -13.15 -1)
1Jy 0034-01 | *3C15, radec J2000, 0:37:04.0872h, -1:09:08.388d, (12 31400 3.18 -0.81 0 0 -1.03 -1)
1Jy 0035-02 | *3C17, radec J2000, 0:38:20.4552h, -2:07:38.46d, (12 31400 3.03 -0.7 0 0 0.23 -1)
1Jy 0038+32 | *3C19, radec J2000, 0:40:55.056h, 33:10:08.4d, (26 14900 3.84 -1 0 0 -4.12 -1)
1Jy 0038+09 | *3C18, radec J2000, 0:40:50.2656h, 10:03:22.644d, (15 31400 3 -0.75)
1Jy 0039-44, radec J2000, 0:42:08.9976h, -44:14:02.04d, (80 8870 3.15 -0.83)
1Jy 0040+51 | *3C20.0, radec J2000, 0:43:08.9064h, 52:03:32.616d, (26 14900 3.97 -0.9 0 0 -2.33 -1)
1Jy 0042-35, radec J2000, 0:44:41.3736h, -35:30:28.008d, (800 5009 2.537 -0.682)
1Jy 0043-42, radec J2000, 0:46:17.6832h, -42:07:42.852d, (80 31400 3.21 -0.73)
1Jy 0045-25, radec J2000, 0:47:32.8848h, -25:17:18.96d, (80 31400 3.2 -0.77)
1Jy 0047-579, radec J2000, 0:49:59.6112h, -57:38:28.176d, (800 5009 -0.8338 0.3282)
1Jy 0048-09, radec J2000, 0:50:41.3256h, -9:29:05.46d, (365 90000 -0.8074 0.3024)
1Jy 0055+30, radec J2000, 0:57:48.888h, 30:21:08.64d, (178 90000 0.9413 -0.2178)
1Jy 0055-01 | *3C29, radec J2000, 0:57:34.8264h, -1:23:33.792d, (12 31400 2.63 -0.62 0 0 1.16 -1)
1Jy 0056-00, radec J2000, 0:59:05.5128h, 0:06:51.876d, (318 90000 1.56 -0.37)
1Jy 0056-572, radec J2000, 0:58:46.6032h, -56:59:11.04d, (800 5000 -2.1 0.5788)
1Jy 0104+32 | *3C31, radec J2000, 1:07:27.3936h, 32:24:08.244d, (26 22000 2.98 -0.7 0 0 -1.02 -1)
1Jy 0105-16 | *3C32, radec J2000, 1:08:16.9368h, -16:04:21.288d, (80 10695 5.93 -1.54 0 0 -9.85 -1)
1Jy 0106+13 | *3C33, radec J2000, 1:08:50.3808h, 13:18:32.436d, (13 10695 3.32 -0.7)
1Jy 0106+01, radec J2000, 1:08:38.7672h, 1:35:00.384d, (318 90000 -0.1755 0.1774)
1Jy 0108+38, radec J2000, 1:11:37.3296h, 39:06:28.116d, (800 31400 14.12 -2.99 0 0 -119 -1)
1Jy 0112-01, radec J2000, 1:15:17.0304h, -1:27:03.024d, (318 31400 -0.34 0.11)
1Jy 0113-118, radec J2000, 1:16:12.5976h, -11:36:17.496d, (408 31400 2.63 -0.6 0 0 -8.44 -1)
1Jy 0114-21, radec J2000, 1:16:51.3552h, -20:52:05.088d, (365 10695 4.86 -1.24 0 0 -8.03 -1)
1Jy 0116+31, radec J2000, 1:19:35.0016h, 32:10:50.16d, (318 31400 1.48 -0.35)
1Jy 0116+08, radec J2000, 1:19:01.2864h, 8:29:54.96d, (178 31400 2.1 -0.55)
1Jy 0117-15 | *3C38, radec J2000, 1:20:27.3312h, -15:20:14.208d, (80 31400 3.63 -0.93)
1Jy 0118-272, radec J2000, 1:20:31.656h, -27:01:23.916d, (800 31400 0.7 -0.19)
1Jy 0119+11, radec J2000, 1:21:41.5896h, 11:49:50.808d, (318 10695 -3.06 0.68 0 0 20.53 -1)
1Jy 0119+04, radec J2000, 1:21:56.8752h, 4:22:24.42d, (318 90000 0.3325 -0.05153)
1Jy 0122-00, radec J2000, 1:25:28.86h, -0:05:55.284d, (318 90000 0.2628 -0.03316)
1Jy 0123+32 | *3C41, radec J2000, 1:26:44.4144h, 33:13:09.048d, (38 31400 3.78 -0.95 0 0 -5.13 -1)
1Jy 0123-01 | *3C40, radec J2000, 1:26:03.1128h, -1:23:40.488d, (12 5009 3.231 -0.7965)
1Jy 0127+23 | *3C43, radec J2000, 1:29:59.7984h, 23:38:20.832d, (26 14900 2.83 -0.76)
1Jy 0130-17, radec J2000, 1:32:43.5432h, -16:54:48.276d, (365 31400 0.67 -0.2)
1Jy 0131-36, radec J2000, 1:33:52.2024h, -36:29:18.492d, (80 5000 1.77 0.05 0 0 -0.04 1)
1Jy 0131-522, radec J2000, 1:33:06.1464h, -52:00:04.32d, (800 5000 -0.59 0.1829)
1Jy 0133+47, radec J2000, 1:36:58.6008h, 47:51:29.376d, (408 90000 -0.05234 0.1124)
1Jy 0133+20 | *3C47, radec J2000, 1:36:24.2976h, 20:57:33.228d, (13 31400 3.65 -0.97)
1Jy 0134+32 | *3C48, radec J2000, 1:37:41.2992h, 33:09:35.496d, (26 14900 3.866 -0.851)
1Jy 0135-247, radec J2000, 1:37:38.4h, -24:30:56.736d, (408 31400 0.7499 -0.1833)
1Jy 0138-09, radec J2000, 1:41:25.7664h, -9:28:42.924d, (800 31400 3.51 -0.63 0 0 -43.59 -1)
1Jy 0146+05, radec J2000, 1:49:22.4208h, 5:55:52.284d, (318 90000 -0.24 0.04 0 0 -0.45 -1)
1Jy 0149+21, radec J2000, 1:52:18.1104h, 22:07:07.068d, (318 31400 -2.13 0.46 0 0 17.66 -1)
1Jy 0153+74, radec J2000, 1:57:34.8864h, 74:42:43.236d, (408 31400 2.73 -0.61 0 0 -12 -1)
1Jy 0157-31, radec J2000, 2:00:12.3168h, -30:53:20.436d, (80 31400 3.21 -0.83)
1Jy 0159-11 | *3C57, radec J2000, 2:01:57.1488h, -11:32:34.44d, (16 31400 2.15 -0.55 0 0 1.47 -1)
1Jy 0201-44, radec J2000, 2:03:40.6536h, -43:49:52.068d, (800 5009 2.216 -0.5894)
1Jy 0202+31, radec J2000, 2:05:04.9104h, 32:12:30.096d, (318 31400 -0.2542 0.07572)
1Jy 0202+14, radec J2000, 2:04:50.424h, 15:14:10.716d, (318 90000 1.613 -0.324)
1Jy 0202-17, radec J2000, 2:04:57.864h, -17:01:22.656d, (365 31400 0.0849 0.01685)
1Jy 0208-512, radec J2000, 2:10:46.3416h, -51:01:02.1d, (800 5000 0.9569 -0.1182)
1Jy 0210+86 | *3C61.1, radec J2000, 2:22:40.0296h, 86:18:06.084d, (38 31400 4.242 -1.101)
1Jy 0212+73, radec J2000, 2:17:30.7728h, 73:49:32.844d, (408 31400 0.1528 0.05688)
1Jy 0213-132 | *3C62, radec J2000, 2:15:36.7512h, -12:59:29.112d, (80 8870 3.41 -0.86)
1Jy 0218+35, radec J2000, 2:21:05.4408h, 35:56:13.992d, (318 90000 0.62 -0.17 0 0 0 1)
1Jy 0220+42 | *3C66.0, radec J2000, 2:23:12.1032h, 43:00:03.708d, (26 14900 3.28 -0.7273)
1Jy 0221+06, radec J2000, 2:24:28.4232h, 6:59:23.388d, (318 90000 0.4651 -0.1532)
1Jy 0223+34, radec J2000, 2:26:10.3416h, 34:21:30.564d, (408 87200 1.71 -0.43)
1Jy 0229+13, radec J2000, 2:31:45.8856h, 13:22:54.444d, (318 90000 0.4459 -0.08745)
1Jy 0234+28, radec J2000, 2:37:52.3848h, 28:48:09.792d, (318 90000 0.2157 0.005433)
1Jy 0235+16, radec J2000, 2:38:38.916h, 16:36:59.364d, (318 90000 -0.146 0.1068)
1Jy 0235-19, radec J2000, 2:37:43.5888h, -19:32:31.848d, (80 10695 5.35 -1.36 0 0 -8.71 -1)
1Jy 0237-23, radec J2000, 2:40:08.1816h, -23:09:15.696d, (408 31400 1.498 -0.2682)
1Jy 0238-084, radec J2000, 2:41:04.68h, -8:15:17.64d, (408 31400 -1.052 0.3179)
1Jy 0240-00 | *3C71, radec J2000, 2:42:40.7496h, -0:00:46.836d, (14 31400 3.71 -0.91 0 0 -3.4 -1)
1Jy 0248+43, radec J2000, 2:51:34.5408h, 43:15:15.948d, (408 31400 -3.33 1.19 0 0 -0.02 1)
1Jy 0252-71, radec J2000, 2:52:46.8408h, -71:04:37.56d, (408 8870 3.84 -0.98)
1Jy 0255+05 | *3C75, radec J2000, 2:57:43.4904h, 6:02:40.74d, (12 10695 3.19 -0.76)
1Jy 0256+07, radec J2000, 2:59:27.0576h, 7:47:39.876d, (318 90000 -0.2483 0.06123)
1Jy 0300+16 | *3C76.1, radec J2000, 3:03:14.9088h, 16:26:12.912d, (15 10695 2.61 -0.67)
1Jy 0302-623, radec J2000, 3:03:50.8896h, -62:11:27.384d, (800 8870 0.0007615 0.03242)
1Jy 0305+03 | *3C78, radec J2000, 3:08:26.2752h, 4:06:40.14d, (12 22000 2.67 -0.57)
1Jy 0307+16 | *3C79, radec J2000, 3:09:59.7288h, 17:06:03.6d, (10 31400 4.02 -1.04 0 0 -1.69 -1)
1Jy 0308-611, radec J2000, 3:09:56.112h, -60:58:39.684d, (800 5000 -2.688 0.7628)
1Jy 0315+41 | *3C83.1, radec J2000, 3:18:18.9048h, 41:52:07.212d, (26 5000 3.27 -0.75)
1Jy 0316+41 | *3C84.0, radec J2000, 3:19:48.1632h, 41:30:42.156d, (26 90000 -0.3096 0.495)
1Jy 0316+16, radec J2000, 3:18:57.7992h, 16:28:32.844d, (178 31400 7.61 -1.74 0 0 -28.92 -1)
1Jy 0319+12, radec J2000, 3:21:53.1024h, 12:21:14.292d, (318 31400 2.86 -0.7 0 0 -8.67 -1)
1Jy 0320-37, radec J2000, 3:22:36.4752h, -37:14:21.12d, (408 5000 3.486 -0.4651)
1Jy 0325+02 | *3C88, radec J2000, 3:27:54.912h, 2:33:43.812d, (12 31400 2.83 -0.68)
1Jy 0332+07, radec J2000, 3:34:53.3568h, 8:00:13.14d, (318 31400 -1.645 0.4263)
1Jy 0332-403, radec J2000, 3:34:13.6416h, -40:08:24.684d, (800 89600 8.06 -1.64 0 0 -66.37 -1)
1Jy 0336-01, radec J2000, 3:39:30.9384h, -1:46:35.832d, (318 90000 -0.1126 0.1484)
1Jy 0347+05, radec J2000, 3:49:47.5128h, 5:51:15.768d, (16 31400 2.66 -0.69)
1Jy 0349-27, radec J2000, 3:51:35.8608h, -27:44:33.432d, (80 5009 3.022 -0.7242)
1Jy 0356+10 | *3C98, radec J2000, 3:58:54.66h, 10:26:04.38d, (13 10695 3.34 -0.72)
1Jy 0400+25, radec J2000, 4:03:05.6088h, 26:00:02.268d, (318 90000 3.57 -0.79 0 0 -19.37 -1)
1Jy 0400-319, radec J2000, 4:02:21.5472h, -31:47:44.952d, (800 31400 0.4609 -0.1177)
1Jy 0402+37, radec J2000, 4:05:49.3512h, 38:03:34.092d, (365 31400 1.53 -0.4)
1Jy 0402-362, radec J2000, 4:03:53.7384h, -36:05:01.788d, (800 31400 -1.55 0.4567)
1Jy 0403+76, radec J2000, 4:10:45.0456h, 76:56:46.788d, (408 31400 3.45 -0.76 0 0 -7.93 -1)
1Jy 0403-13, radec J2000, 4:05:34.0368h, -13:08:16.368d, (408 89600 1.808 -0.3685)
1Jy 0404+03 | *3C105, radec J2000, 4:07:25.5216h, 3:40:47.532d, (38 31400 2.762 -0.6451)
1Jy 0405-12, radec J2000, 4:07:48.384h, -12:11:35.52d, (14 31400 2.026 -0.464)
1Jy 0405-385, radec J2000, 4:06:59.7096h, -38:26:21.012d, (800 31400 -0.3599 0.1074)
1Jy 0407-65, radec J2000, 4:08:20.3952h, -65:44:59.064d, (468 5009 4.82 -1.15)
1Jy 0409-75, radec J2000, 4:08:48.8616h, -75:07:11.748d, (468 5009 3.84 -0.86)
1Jy 0410+11 | *3C109, radec J2000, 4:13:40.5552h, 11:12:21.132d, (13 31400 2.78 -0.7 0 0 1.27 -1)
1Jy 0413-21, radec J2000, 4:16:04.3848h, -20:56:28.536d, (80 31400 3.02 -0.86 0 0 0.01 1)
1Jy 0414-189, radec J2000, 4:16:36.5064h, -18:51:04.788d, (800 31400 1.12 -0.29)
1Jy 0420-01, radec J2000, 4:23:15.7944h, -1:20:32.712d, (12 90000 -0.4777 0.1841)
1Jy 0426-380, radec J2000, 4:28:40.452h, -37:56:19.824d, (800 31400 5.99 -1.3 0 0 -45.82 -1)
1Jy 0427-53, radec J2000, 4:29:06.8568h, -53:49:38.388d, (408 5009 3.53 -0.88)
1Jy 0428+20, radec J2000, 4:31:03.7512h, 20:37:34.356d, (318 31400 5.38 -1.19 0 0 -24.09 -1)
1Jy 0430+05 | *3C120, radec J2000, 4:33:11.088h, 5:21:15.552d, (14 90000 0.05098 0.2347)
1Jy 0433+29 | *3C123, radec J2000, 4:37:04.5744h, 29:40:14.844d, (26 87200 4.275 -0.8324)
1Jy 0434-188, radec J2000, 4:37:01.5312h, -18:44:49.812d, (800 8085 0.4027 -0.1027)
1Jy 0437-454, radec J2000, 4:39:03.1824h, -45:22:30.072d, (800 5000 -0.7196 0.2349)
1Jy 0438-43, radec J2000, 4:40:17.1672h, -43:33:08.532d, (408 31400 1.332 -0.1595)
1Jy 0440-00, radec J2000, 4:42:38.6544h, -0:17:43.8d, (12 90000 0.7105 -0.1035)
1Jy 0442-28, radec J2000, 4:44:36.5712h, -28:09:43.992d, (80 31400 3.82 -0.94)
1Jy 0446+11, radec J2000, 4:49:07.6512h, 11:21:29.7d, (318 31400 -0.1738 0.04597)
1Jy 0451-28, radec J2000, 4:53:14.6496h, -28:07:37.812d, (365 31400 2.37 -0.48 0 0 -10.87 -1)
1Jy 0453+22 | *3C132.0, radec J2000, 4:56:42.8592h, 22:49:21.252d, (26 14900 3.69 -0.97 0 0 -2.66 -1)
1Jy 0453-20, radec J2000, 4:55:23.7936h, -20:34:15.384d, (80 31400 3.88 -0.95 0 0 -4.75 -1)
1Jy 0453-30, radec J2000, 4:55:14.2968h, -30:06:49.86d, (80 5009 3.01 -0.79)
1Jy 0454+84, radec J2000, 5:08:42.2856h, 84:32:04.704d, (800 31400 -0.9349 0.2833)
1Jy 0454-46, radec J2000, 4:55:51.2208h, -46:15:58.968d, (800 8870 0.36)
1Jy 0454-81, radec J2000, 4:50:04.92h, -81:01:02.568d, (800 5009 -1.14 0.349)
1Jy 0454-234, radec J2000, 4:57:03.192h, -23:24:52.56d, (408 31400 -0.2308 0.1515)
1Jy 0457+02, radec J2000, 4:59:52.032h, 2:29:31.488d, (408 31400 -0.0008709 0.02371)
1Jy 0458-02, radec J2000, 5:01:12.7992h, -1:59:13.668d, (365 31400 0.3682 -0.01765)
1Jy 0500+01, radec J2000, 5:03:21.1968h, 2:03:05.436d, (318 87200 6.49 -1.42 0 0 -39.09 -1)
1Jy 0506-61, radec J2000, 5:06:44.112h, -61:09:40.752d, (800 8870 -10.41 2.34 0 0 80.8 -1)
1Jy 0511+00 | *3C135, radec J2000, 5:14:07.0848h, 0:56:37.86d, (12 31400 3.03 -0.81)
1Jy 0511-30, radec J2000, 5:13:33.8184h, -30:28:10.092d, (408 5009 2.15 -0.49)
1Jy 0511-220, radec J2000, 5:13:49.2288h, -21:59:19.608d, (408 31400 3.9 -0.82 0 0 -28.98 -1)
1Jy 0514-459, radec J2000, 5:15:44.4336h, -45:56:38.472d, (800 5009 1.201 -0.3178)
1Jy 0518+16 | *3C138.0, radec J2000, 5:21:09.9h, 16:38:22.02d, (160 22000 3.053 -0.6675)
1Jy 0518-45, radec J2000, 5:19:44.3088h, -45:46:40.62d, (80 5000 6.51 -1.38 0 0 -8.31 -1)
1Jy 0521-36, radec J2000, 5:22:57.8976h, -36:27:31.356d, (80 31400 3.029 -0.5585)
1Jy 0524-460, radec J2000, 5:25:31.2888h, -45:57:47.592d, (800 5009 -0.5351 0.144)
1Jy 0528+134, radec J2000, 5:30:56.4048h, 13:31:55.488d, (408 22000 -3.23 1.37 0 0 -0.03 1)
1Jy 0528-250, radec J2000, 5:30:07.9944h, -25:03:28.26d, (800 10695 2.1 -0.57)
1Jy 0537-286, radec J2000, 5:39:54.2424h, -28:39:54.684d, (800 31400 13.14 -2.77 0 0 -117 -1)
1Jy 0537-441, radec J2000, 5:38:50.3472h, -44:05:09.276d, (800 8870 4.83 -1.82 0 0 0.06 1)
1Jy 0538+49 | *3C147.0, radec J2000, 5:42:36.1344h, 49:51:07.2d, (26 31400 3.902 -0.816)
1Jy 0539-057, radec J2000, 5:41:38.172h, -5:41:52.692d, (408 87200 -0.4345 0.1527)
1Jy 0602+67, radec J2000, 6:07:52.6896h, 67:20:55.248d, (408 90000 -0.5551 0.1289)
1Jy 0602-31, radec J2000, 6:04:14.6688h, -31:55:58.404d, (800 5009 1.693 -0.4276)
1Jy 0604-20, radec J2000, 6:06:33.7416h, -20:22:02.352d, (80 10695 3.19 -0.88)
1Jy 0605+48 | *3C153.0, radec J2000, 6:09:32.5512h, 48:04:15.564d, (26 14900 4.14 -1.06 0 0 -4.32 -1)
1Jy 0605-08, radec J2000, 6:07:59.6736h, -8:34:49.476d, (365 22000 0.3708 0.04062)
1Jy 0606-223, radec J2000, 6:08:59.7216h, -22:20:21.876d, (408 10695 3 -0.71 0 0 -17.16 -1)
1Jy 0607-15, radec J2000, 6:09:40.98h, -15:42:39.888d, (365 10695 0.9864 -0.2004)
1Jy 0614-34, radec J2000, 6:16:35.9904h, -34:56:17.196d, (468 5009 2.21 -0.56)
1Jy 0615+82, radec J2000, 6:26:03.096h, 82:02:25.62d, (800 31400 3.6 -0.78 0 0 -28.47 -1)
1Jy 0618-37, radec J2000, 6:20:01.2264h, -37:11:33.648d, (635 5009 2.67 -0.69)
1Jy 0620-52, radec J2000, 6:21:43.7496h, -52:41:33.432d, (408 5009 2.5 -0.65)
1Jy 0625-35, radec J2000, 6:27:06.4344h, -35:29:14.388d, (80 31400 2.73 -0.65)
1Jy 0625-53, radec J2000, 6:26:22.6584h, -53:41:18.276d, (408 8870 3.96 -0.99)
1Jy 0637-75, radec J2000, 6:35:46.3848h, -75:16:13.476d, (408 8870 -2.78 0.81 0 0 22.07 -1)
1Jy 0642-349, radec J2000, 6:44:25.2816h, -34:59:41.964d, (800 5009 -0.4804 0.1322)
1Jy 0646-306, radec J2000, 6:48:14.4864h, -30:44:19.284d, (800 31400 -0.7856 0.2225)
1Jy 0651+54 | *3C171.0, radec J2000, 6:55:14.8704h, 54:08:59.784d, (26 14900 3.73 -0.98 0 0 -1.75 -1)
1Jy 0707+47, radec J2000, 7:10:46.1232h, 47:32:11.112d, (408 90000 -0.0157 0.009276)
1Jy 0710+43, radec J2000, 7:13:38.1384h, 43:49:17.256d, (408 10695 5.79 -1.26 0 0 -35.94 -1)
1Jy 0711+35, radec J2000, 7:14:24.8328h, 35:34:39.684d, (408 31400 5.94 -1.32 0 0 -35.16 -1)
1Jy 0716+71, radec J2000, 7:21:53.4168h, 71:20:36.132d, (408 31400 -0.05641 0.05657)
1Jy 0723+67 | *3C179.0, radec J2000, 7:28:10.3056h, 67:48:46.584d, (178 31400 2.02 -0.52)
1Jy 0734+80 | *3C184.1, radec J2000, 7:43:00.7416h, 80:26:29.58d, (38 10700 3.66 -0.96 0 0 -2.77 -1)
